ra,dec,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29
217.1036344,32.39461402,0.009153023,0.021095649,0.016903037,0.0359828,0.020477824,0.041196723,0.031759313,0.040936715,0.044853931,0.053476596,0.054554508,0.058530273,0.059772921,0.055399491,0.062202305,0.074435074,0.082127283,0.086347448,0.089446084,0.088423463,0.090065393,0.073157446,0.071383554,0.081235639,0.095864679,0.10384013,0.124071121,0.126047567,0.13998386,0.161551832,0.161769575,0.16451674,0.152635786,0.159053132,0.169320436,0.182361054,0.182897216,0.18696349,0.168194681,0.174731214,0.172575376,0.169505188,0.175506355,0.179545554,0.180470812,0.20258866,0.207277316,0.219662527,0.218089203,0.214226809,0.222383034,0.216435984,0.235843353,0.239468477,0.233544824,0.221231032,0.229908434,0.241345443,0.254399027,0.2722982,0.275569751,0.289522462,0.249904079,0.276168609,0.287627662,0.293202192,0.30501185,0.3068572,0.298905314,0.313033563,0.335799829,0.337731622,0.351909212,0.339204897,0.328529511,0.322780862,0.345814992,0.33308598,0.361234113,0.334602787,0.367477372,0.355230069,0.337460087,0.353174716,0.38650154,0.401255757,0.37290487,0.398495313,0.380352278,0.342708071,0.345924431,0.339677495,0.389157418,0.385086427,0.374927742,0.33670489,0.355594637,0.362611246,0.330411695,0.337229696,0.4019068,0.380070624,0.347984007,0.39266667,0.346844601,0.293406242,0.338246258,0.37076161,0.274800901,0.301888579,0.401534611,0.476758209,0.35692538,0.358409073,0.39521678,0.378148207,0.386977767,0.411419831,0.332666716,0.295892631,0.422463815,0.381036904,0.395050302,0.281173949,0.198518145
217.0883588,4.734975894,0.068802641,0.062135084,0.073230869,0.089452752,0.076645229,0.078826412,0.068897331,0.065616813,0.078455809,0.068743524,0.063372265,0.064237133,0.063002792,0.059661124,0.066236995,0.048353868,0.05955604,0.064943968,0.023038807,0.054741805,0.063489248,0.073338065,0.093608179,0.07594567,0.065929807,0.0542148,0.061864138,0.074774787,0.072425634,0.05668521,0.03327154,0.025411075,0.047425561,0.054518932,0.06892647,0.056505567,0.051082463,0.043243939,0.047477947,0.049022261,0.061264387,0.05681495,0.049956892,0.042835818,0.05347948,0.052052646,0.051316447,0.037468998,0.051075343,0.085646138,0.085854271,0.078547127,0.100052863,0.122726777,0.120135448,0.156345616,0.170886544,0.172848785,0.179800125,0.162955399,0.172785672,0.219240137,0.25562582,0.221719643,0.179820693,0.147700707,0.180621424,0.273113682,0.280370044,0.208345911,0.189074107,0.247665549,0.268541628,0.218897576,0.237234474,0.254246733,0.260743254,0.284409425,0.239037403,0.207990042,0.170276283,0.210136259,0.181650919,0.190363995,0.250238286,0.222311208,0.173314558,0.162036233,0.211302792,0.203576785,0.167317132,0.0903596,0.084344449,0.200801688,0.231000936,0.213281512,0.21879991,0.157198513,0.167907164,0.108016587,0.156673422,0.104949509,0.129073499,0.154124911,0.062954133,0.073840115,0.069122839,0.027674705,0.103790991,0.086309746,0.146978662,0.21074998,0.165018166,0.168565388,0.139120287,0.057461186,0.093486726,0.1147281,0.033833564,0.15314902,0.17961114,0.23550593,0.235826289,0.191679189,0.031916959
214.9040979,38.23425784,0.019468669,0.043401579,0.033088715,0.034715616,0.040232919,0.035837672,0.033295071,0.065745163,0.04608371,0.043793941,0.043630818,0.036103604,0.056584603,0.049641697,0.069494014,0.054702833,0.049532091,0.020224939,0.045101215,0.07143879,0.034409712,0.018855165,0.041711984,0.038725284,0.053232352,0.040805646,0.01298469,0.011314085,0.021334011,0.078899766,0.06617413,0.054280258,0.027194182,0.010755903,0.020642576,0.029740309,0.026765616,0.031437592,0.031039567,0.065819004,0.105750037,0.108904452,0.112816821,0.096246554,0.067298122,0.134972841,0.156237203,0.069519413,0.084554135,0.109780986,0.113979737,0.108903674,0.12365957,0.116068225,0.085050842,0.079559665,0.148152371,0.143413552,0.205679771,0.218982116,0.28983974,0.421875575,0.650401119,0.733980447,0.796532369,0.707424391,0.55338037,0.43772293,0.242107424,0.170474821,0.154506522,0.079498332,0.118162223,0.060120688,0.086020823,0.154851932,0.136329761,0.138093644,0.161950162,0.196127077,0.199495541,0.198721353,0.221798831,0.226934562,0.275735065,0.26529283,0.25163393,0.239500787,0.319386852,0.417600398,0.360329253,0.340328953,0.288222909,0.355898283,0.290119617,0.288101841,0.307848371,0.341493177,0.585057068,0.421304559,0.290158664,0.294666905,0.452079387,0.429366283,0.184966424,0.27553055,0.249114579,0.261199172,0.265661118,0.462609728,0.263950093,0.195842778,0.267740937,0.292126285,0.34123392,0.124392752,0.135501889,0.124680159,0.090611343,0.546567674,0.176925136,0.30558574,0.290807779,0.227721194,0.297553072
187.5735797,47.21003522,0.013093492,0.008850337,0.007460451,0.016782316,0.015304317,0.018094792,0.011563845,0.005790575,0.006825068,0.006992748,0.016158501,0.019599212,0.030265122,0.034296817,0.026831881,0.031026414,0.037096861,0.042776106,0.036931593,0.037051885,0.034012391,0.033099007,0.034719538,0.019287536,0.023319066,0.022896826,0.022911205,0.011822587,0.017722268,0.022333776,0.020304079,0.014010276,0.028543711,0.031571423,0.032588076,0.030071505,0.025591701,0.023382667,0.024867962,0.021189439,0.015640544,0.023895699,0.026442735,0.025050976,0.014123356,0.025848506,0.026309226,0.026225657,0.013519708,0.012797231,0.01178148,0.01282227,0.020418517,0.018468336,0.020235547,0.015664828,0.010435278,0.002915456,0.006086839,0.010315484,0.01669119,0.029368095,0.027053509,0.024210636,0.024650811,0.031075826,0.0385751,0.044065741,0.049424762,0.051834872,0.063439328,0.061213734,0.053051384,0.062366463,0.068064094,0.081723645,0.100124914,0.097394741,0.083343976,0.06753381,0.049664004,0.063945661,0.085653655,0.084623503,0.080778109,0.067438168,0.05060181,0.06316367,0.079134719,0.091218587,0.103919278,0.105437174,0.09820036,0.109883144,0.080485785,0.069534781,0.053837347,0.043730151,0.057048656,0.069795439,0.062877246,0.060777485,0.077361869,0.132467557,0.155322301,0.18318511,0.173504746,0.171824159,0.20292846,0.167751336,0.163190966,0.154440523,0.144101632,0.092426551,0.051210106,0.086199419,0.080348643,0.073529676,0.090150955,0.148036293,0.1212289,0.150265958,0.185423569,0.195599119,0.240312346
185.6028396,28.61568796,0.028891664,0.024368748,0.038834855,0.041274489,0.027889589,0.023703915,0.037283921,0.0224687,0.00824504,0.019468756,0.038210085,0.01831702,0.016411907,0.034288758,0.020966737,0.010613936,0.030249063,0.052564161,0.033212103,0.022831723,0.008736103,0.013098499,0.025860308,0.030896525,0.027428128,0.030284677,0.028879236,0.021237932,0.017435635,0.016858739,0.018461996,0.016723693,0.027405147,0.026808299,0.028442491,0.03569108,0.054206552,0.064554892,0.079679777,0.085888231,0.0802958,0.085143218,0.096907573,0.106501916,0.114390885,0.120369048,0.119931423,0.106391878,0.106476049,0.100648476,0.097910133,0.106526832,0.092094906,0.096182367,0.092813664,0.098310959,0.095013516,0.087086652,0.092499572,0.090779276,0.094965158,0.100295829,0.097293436,0.086202588,0.077425089,0.081304759,0.094950304,0.107905019,0.120805316,0.139226806,0.154089545,0.141384601,0.132030006,0.142768725,0.155950367,0.163822673,0.158441832,0.165850166,0.176809098,0.184473183,0.190591192,0.174797728,0.162524407,0.163252657,0.1931563,0.207122228,0.203236121,0.192072852,0.197072956,0.210090207,0.219316241,0.220802447,0.187158191,0.211172172,0.246323476,0.270158057,0.302736452,0.309785532,0.332948917,0.284601449,0.243963364,0.241995806,0.20909589,0.192786131,0.218734729,0.232149866,0.204570519,0.187401617,0.178014963,0.108708153,0.077641341,0.040684009,0.080481003,0.041113655,0.112316012,0.17637777,0.212490063,0.128880653,0.150072412,0.196258964,0.217015326,0.233556024,0.148552244,0.1837653,0.213747688
137.9424366,64.29666225,0.014784706,0.011226642,0.018010619,0.022556958,0.023741724,0.012666268,0.007588498,0.021215532,0.023532383,0.014653093,0.003925393,0.010444905,0.014028623,0.013433297,0.031118686,0.028511229,0.028825756,0.020774374,0.016972436,0.024855438,0.025778732,0.019755023,0.017754439,0.017030626,0.023612191,0.018129272,0.007959828,0.006105624,0.014948661,0.051309509,0.053462681,0.06038413,0.069554087,0.072712754,0.075278126,0.069525489,0.069322299,0.084106744,0.095148739,0.110577933,0.096775327,0.098113555,0.105743856,0.120732106,0.140351083,0.153442824,0.156884802,0.155028344,0.151071793,0.149291852,0.149865056,0.145439458,0.139975691,0.143162366,0.144312437,0.141818146,0.139797057,0.114195692,0.116652241,0.112376463,0.114049046,0.113603202,0.091531869,0.08315446,0.091190183,0.084253036,0.080589002,0.088380227,0.103201996,0.109132154,0.092978512,0.090847543,0.109416595,0.100719733,0.100116553,0.073660824,0.04972602,0.04098887,0.048212254,0.053575074,0.054229851,0.044379123,0.034680066,0.008669757,0.03184188,0.049692613,0.069720982,0.067771945,0.065672494,0.06115349,0.086435278,0.095816954,0.085718198,0.091803586,0.101647,0.091282785,0.077715413,0.083554698,0.086753467,0.080446887,0.092095347,0.098762821,0.100403336,0.110382228,0.102173879,0.108266608,0.095602925,0.097837202,0.100253839,0.098268853,0.093290329,0.080924627,0.08968767,0.091502185,0.09007344,0.106780531,0.112212572,0.053875133,0.071679147,0.081674075,0.057464553,0.06212537,0.036829981,0.020233855,0.006540602
47.35728407,0.447653814,0.032331949,0.031727677,0.028279168,0.030681739,0.036301346,0.037833227,0.038924778,0.045492444,0.035697832,0.03238271,0.059093928,0.029607806,0.028437668,0.043546232,0.044480691,0.040479867,0.053005126,0.0207502,0.020940088,0.028746754,0.026339863,0.027567362,0.028801653,0.049013727,0.072348008,0.08235288,0.056857733,0.051459085,0.054837616,0.042868532,0.04542728,0.028730487,0.035696013,0.066149503,0.088838279,0.081852185,0.054248213,0.050557889,0.069266196,0.038921807,0.062335855,0.050690628,0.078991759,0.084421604,0.110564916,0.146142854,0.165322522,0.183112761,0.169335384,0.17115963,0.134397354,0.117482923,0.072909936,0.062646528,0.0824682,0.120546281,0.173519768,0.160865479,0.136219034,0.155460853,0.175515969,0.227275946,0.182599356,0.20896182,0.243991648,0.285817763,0.298784615,0.272733357,0.210728642,0.20288855,0.143499472,0.148020675,0.127178366,0.183301159,0.208239397,0.231198023,0.265280481,0.26405872,0.200600762,0.183891104,0.166574503,0.093087421,0.088140764,0.108131408,0.156880101,0.168479287,0.170809243,0.274501619,0.364258292,0.444897534,0.480122994,0.338871308,0.305673314,0.365938546,0.381538664,0.38107191,0.194762747,0.123129696,0.055887643,0.15936114,0.101637955,0.037456025,0.135532189,0.139707705,0.283804797,0.506278001,0.219169888,0.038436832,0.247065968,0.495092245,0.410808151,0.439592638,0.434969256,0.638609107,0.806843893,0.431335994,0.698263227,0.654648968,0.519247159,0.182906721,1.113120006,4.684885101,4.909761299,0.429121367,0.517695332
238.0863771,24.62660371,0.004700012,0.009106239,0.025266046,0.029708354,0.039970249,0.028220745,0.033730737,0.023115296,0.015663856,0.017122732,0.025248871,0.030891294,0.044552629,0.052568244,0.063322966,0.059811872,0.062174696,0.07646115,0.079206694,0.074659813,0.072957981,0.071273524,0.066068835,0.064869167,0.076864662,0.074981738,0.069465074,0.07804207,0.083365732,0.08485201,0.091772336,0.094690897,0.089856631,0.083874796,0.072064794,0.060387423,0.04051913,0.021511214,0.026648385,0.017905506,0.021017782,0.026543027,0.029962687,0.04087879,0.050898083,0.052428338,0.045641047,0.038260848,0.029837472,0.021275341,0.025102633,0.039796673,0.03623948,0.040270846,0.035538852,0.031330112,0.039075406,0.053056469,0.065538799,0.084896867,0.092365438,0.112330938,0.12171612,0.115468475,0.125215689,0.141537098,0.153022825,0.180260854,0.182410982,0.192559909,0.206696731,0.211921586,0.223596538,0.229810254,0.219488273,0.222292726,0.218239539,0.210363513,0.198687637,0.191640681,0.176296103,0.177406637,0.161740134,0.156467072,0.142431634,0.132707871,0.144619807,0.161515819,0.145814185,0.145980595,0.137272979,0.118790301,0.095395561,0.07202614,0.084504054,0.088675477,0.088788124,0.102297682,0.093344209,0.09551923,0.040273424,0.044283154,0.040293462,0.066154953,0.063963815,0.038052741,0.039747213,0.025134253,0.022894923,0.03691356,0.045250347,0.077175487,0.037489598,0.038055228,0.058517017,0.090907051,0.022861189,0.032306104,0.029282986,0.100533819,0.098175587,0.057345298,0.04043437,0.054668864,0.166060666
148.7825663,36.14815417,0.030428834,0.003421476,0.019865168,0.010492361,0.018284432,0.030229246,0.026081601,0.029515239,0.03430897,0.037288627,0.033645974,0.036535012,0.032564721,0.03460848,0.023548168,0.032947511,0.040933547,0.039311386,0.037594435,0.04923538,0.058015648,0.068419006,0.076460936,0.073279531,0.071472045,0.053770979,0.051659807,0.058920214,0.069452923,0.064382571,0.058834845,0.059321066,0.071529351,0.081762649,0.080739485,0.085925794,0.09432591,0.093751441,0.090604105,0.105523033,0.119548078,0.111516555,0.110456838,0.096591,0.092404755,0.107630907,0.096994596,0.09065082,0.064377758,0.059062156,0.070720603,0.067306962,0.065754583,0.052167047,0.074378298,0.062379373,0.066839747,0.070143634,0.074647489,0.069840783,0.054761073,0.05859076,0.069837753,0.051523463,0.03434044,0.017767665,0.02155041,0.026777474,0.018780222,0.012719798,0.016744903,0.018647899,0.036944145,0.009223345,0.013397053,0.011874043,0.009521015,0.016850647,0.031741418,0.049292333,0.053460316,0.046758649,0.010111303,0.030311245,0.052256108,0.07019902,0.074666595,0.100044919,0.094466859,0.070342548,0.081324567,0.094184401,0.096694456,0.092686783,0.084862435,0.085985391,0.089070015,0.058945268,0.099104417,0.157209298,0.156765536,0.152004225,0.134043081,0.119633965,0.112322047,0.170482467,0.210215894,0.18098464,0.158168511,0.174200854,0.126259366,0.109211026,0.13393686,0.170221121,0.165369183,0.20783196,0.170773846,0.166114052,0.241458033,0.258452439,0.226608181,0.225152947,0.127843802,0.093300257,0.124804188
