Filename,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29
imrun708dwfDiff.00020.pa0.inc0.fits,-0.076943436,-0.058274514,-0.039605592,-0.02093667,-0.002267748,0.016401174,0.035070096,0.053739018,0.07240794,0.091076862,0.109745784,0.128414706,0.147083628,0.16575255,0.184421472,0.203090394,0.221759316,0.240428238,0.25909716,0.277766082,0.296435004,0.315103926,0.333772848,0.35244177,0.369576313,0.384665017,0.399753721,0.414842425,0.42993113,0.445019834,0.460108538,0.475197242,0.490285946,0.505374651,0.520463355,0.535552059,0.550640763,0.565729468,0.579751759,0.587375574,0.594999388,0.602623203,0.610247018,0.617870832,0.625494647,0.633118461,0.640742276,0.648366091,0.655989905,0.66361372,0.671237535,0.678861349,0.686485164,0.688854806,0.690348753,0.6918427,0.693336647,0.694830593,0.69632454,0.697818487,0.699312434,0.700806381,0.702300327,0.703794274,0.705288221,0.706782168,0.708276115,0.708125472,0.706741386,0.705357301,0.703973215,0.70258913,0.701205044,0.699820959,0.698436873,0.697052787,0.695668702,0.694284616,0.692900531,0.691516445,0.69013236,0.692396812,0.703782609,0.715168406,0.726554203,0.737940001,0.749325798,0.760711595,0.772097392,0.783483189,0.794868986,0.806254783,0.81764058,0.829026377,0.840412174,0.851797971,0.852601574,0.853405177,0.85420878,0.855012384,0.855815987,0.85661959,0.857423193,0.858226796,0.859030399,0.859834002,0.860637605,0.861441209,0.862244812,0.863048415,0.829703571,0.782699348,0.735695126,0.688690903,0.64168668,0.594682458,0.547678235,0.500674012,0.45366979,0.406665567,0.359661345,0.312657122,0.265652899,0.218648677,0.203565201
imrun708dwfDiff.00030.pa0.inc0.fits,0.114331404,0.116909739,0.119488074,0.122066408,0.124644743,0.127223078,0.129801412,0.132379747,0.134958082,0.137536417,0.140114751,0.142693086,0.145271421,0.147849755,0.15042809,0.153006425,0.15558476,0.158163094,0.160741429,0.163319764,0.165898098,0.168476433,0.171054768,0.173633103,0.176211437,0.178789772,0.181368107,0.183946441,0.186524776,0.183862418,0.178579713,0.173297009,0.168014304,0.1627316,0.157448895,0.152166191,0.146883486,0.141600782,0.136318077,0.131035373,0.125752668,0.120469964,0.115187259,0.109904555,0.10462185,0.099339146,0.120286509,0.141233871,0.162181234,0.183128597,0.204075959,0.225023322,0.245970685,0.266918048,0.28786541,0.308812773,0.329760136,0.350707498,0.371654861,0.392602224,0.413549587,0.434496949,0.449997977,0.454606335,0.459214693,0.463823051,0.468431409,0.473039767,0.477648125,0.482256483,0.486864841,0.491473198,0.496081556,0.500689914,0.505298272,0.50990663,0.514514988,0.519123346,0.523731704,0.516265593,0.502762248,0.489258903,0.475755557,0.462252212,0.448748867,0.435245522,0.421742177,0.408238831,0.394735486,0.381232141,0.367728796,0.35422545,0.340722105,0.32721876,0.313715415,0.30021207,0.299025351,0.297838632,0.296651913,0.295465194,0.294278475,0.293091757,0.291905038,0.290718319,0.2895316,0.288344881,0.287158163,0.285971444,0.284784725,0.283598006,0.282411287,0.281224569,0.277870657,0.270182361,0.262494065,0.254805768,0.247117472,0.239429176,0.231740879,0.224052583,0.216364287,0.20867599,0.200987694,0.193299398,0.185611101
imrun708dwfDiff.00040.pa0.inc0.fits,-0.013366742,-0.006472164,0.000422415,0.007316993,0.014211572,0.021106151,0.028000729,0.034895308,0.041789886,0.048684465,0.055579043,0.062473622,0.069368201,0.076262779,0.083157358,0.090051936,0.096946515,0.103841094,0.116814397,0.131524479,0.146234561,0.160944642,0.175654724,0.190364806,0.205074888,0.21978497,0.234495052,0.249205133,0.263915215,0.285983084,0.311729846,0.337476608,0.36322337,0.388970132,0.414716894,0.440463657,0.466210419,0.491957181,0.517703943,0.543450705,0.566667923,0.587861505,0.609055086,0.630248668,0.65144225,0.672635832,0.693829414,0.715022996,0.736216578,0.75741016,0.778603742,0.789300064,0.786874811,0.784449557,0.782024304,0.779599051,0.777173798,0.774748544,0.772323291,0.769898038,0.767472784,0.765047531,0.763892937,0.76527966,0.766666383,0.768053107,0.76943983,0.770826553,0.772213276,0.7736,0.774986723,0.776373446,0.777760169,0.777696368,0.772555731,0.767415095,0.762274458,0.757133821,0.751993184,0.746852548,0.741711911,0.736571274,0.731430637,0.72629,0.72217847,0.726299787,0.730421105,0.734542423,0.73866374,0.742785058,0.746906376,0.751027693,0.755149011,0.759270329,0.763391646,0.767512964,0.77414588,0.780778795,0.787411711,0.794044627,0.800677542,0.807310458,0.813943374,0.820576289,0.827209205,0.833842121,0.840475037,0.838965757,0.836438703,0.833911648,0.831384594,0.82885754,0.826330486,0.823803432,0.821276378,0.818749323,0.816222269,0.813695215,0.811094329,0.808472349,0.805850369,0.803228389,0.800606408,0.797984428,0.795362448
imrun708dwfDiff.00050.pa0.inc0.fits,0.022618815,0.024634804,0.026650793,0.028666782,0.030682772,0.032698761,0.03471475,0.036730739,0.038746728,0.040762718,0.042778707,0.044794696,0.046810685,0.048826675,0.050842664,0.052858653,0.054874642,0.056890632,0.058906621,0.06092261,0.062938599,0.064954589,0.066970578,0.068986567,0.071002556,0.073018546,0.075034535,0.077050524,0.079066513,0.08539768,0.093886434,0.102375189,0.110863943,0.119352698,0.127841453,0.136330207,0.144818962,0.153307717,0.161796471,0.170285226,0.178773981,0.187262735,0.19575149,0.204240244,0.212728999,0.221217754,0.236132022,0.251046289,0.265960557,0.280874825,0.295789093,0.310703361,0.325617629,0.340531897,0.355446165,0.370360432,0.3852747,0.400188968,0.415103236,0.430017504,0.444931772,0.45984604,0.463520359,0.444714781,0.425909202,0.407103624,0.388298045,0.369492467,0.350686889,0.33188131,0.313075732,0.294270153,0.275464575,0.256658997,0.237853418,0.21904784,0.200242261,0.181436683,0.162631105,0.157222366,0.158512047,0.159801728,0.161091409,0.16238109,0.163670771,0.164960451,0.166250132,0.167539813,0.168829494,0.170119175,0.171408856,0.172698537,0.173988218,0.175277899,0.17656758,0.177857261,0.181474103,0.185090944,0.188707786,0.192324628,0.195941469,0.199558311,0.203175153,0.206791994,0.210408836,0.214025678,0.217642519,0.221259361,0.224876203,0.228493044,0.232109886,0.235726728,0.238323432,0.238879861,0.239436291,0.23999272,0.24054915,0.24110558,0.241662009,0.242218439,0.242774868,0.243331298,0.243887727,0.244444157,0.245000586
imrun708dwfDiff.00060.pa0.inc0.fits,-0.003449286,0.005044352,0.013537989,0.022031626,0.030525263,0.0390189,0.047512538,0.056006175,0.064499812,0.072993449,0.081487086,0.089980724,0.098474361,0.106967998,0.115461635,0.123955272,0.13244891,0.140942547,0.163388905,0.189821756,0.216254606,0.242687456,0.269120307,0.295553157,0.321986007,0.348418858,0.374851708,0.401284558,0.427717409,0.419808683,0.394729171,0.369649658,0.344570145,0.319490632,0.294411119,0.269331606,0.244252094,0.219172581,0.194093068,0.169013555,0.1612606,0.16736889,0.173477181,0.179585471,0.185693762,0.191802052,0.197910343,0.204018633,0.210126924,0.216235214,0.222343505,0.233397426,0.250633385,0.267869344,0.285105302,0.302341261,0.31957722,0.336813179,0.354049138,0.371285097,0.388521056,0.405757014,0.419040944,0.424420816,0.429800687,0.435180559,0.44056043,0.445940301,0.451320173,0.456700044,0.462079916,0.467459787,0.472839659,0.477436961,0.479295272,0.481153583,0.483011893,0.484870204,0.486728515,0.488586826,0.490445136,0.492303447,0.494161758,0.496020069,0.497853453,0.499487423,0.501121394,0.502755365,0.504389335,0.506023306,0.507657276,0.509291247,0.510925218,0.512559188,0.514193159,0.515827129,0.517530364,0.519233599,0.520936834,0.522640069,0.524343304,0.526046539,0.527749774,0.529453009,0.531156243,0.532859478,0.534562713,0.535301605,0.535919953,0.536538302,0.537156651,0.537774999,0.538393348,0.539011696,0.539630045,0.540248394,0.540866742,0.541485091,0.552703278,0.566949992,0.581196705,0.595443418,0.609690131,0.623936844,0.638183558
imrun708dwfDiff.00070.pa0.inc0.fits,0.075426015,0.073971291,0.072516566,0.071061841,0.069607116,0.068152392,0.066697667,0.065242942,0.063788218,0.062333493,0.060878768,0.059424043,0.057969319,0.056514594,0.055059869,0.053605145,0.05215042,0.050695695,0.04924097,0.047786246,0.046331521,0.049494022,0.052656523,0.055819024,0.058981525,0.062144026,0.065306527,0.068469028,0.071631529,0.07479403,0.077956531,0.081119033,0.084281534,0.08886032,0.094855391,0.100850463,0.106845534,0.112840606,0.118835677,0.124830749,0.13082582,0.136820891,0.142815963,0.148811034,0.154806106,0.160801177,0.156428286,0.152055395,0.147682503,0.143309612,0.138936721,0.13456383,0.130190938,0.125818047,0.121445156,0.117072265,0.112699373,0.108326482,0.107760941,0.111002751,0.114244561,0.11748637,0.12072818,0.12396999,0.127211799,0.130453609,0.133695419,0.136937228,0.140179038,0.143420848,0.146662657,0.141079138,0.135495618,0.129912099,0.124328579,0.11874506,0.113161541,0.107578021,0.101994502,0.096410982,0.090827463,0.085243943,0.079660424,0.078164624,0.080756545,0.083348465,0.085940386,0.088532306,0.091124227,0.093716148,0.096308068,0.098899989,0.101491909,0.10408383,0.106675751,0.109267671,0.109687503,0.110107334,0.110527166,0.110946997,0.111366829,0.11178666,0.112206492,0.112626323,0.113046155,0.113465987,0.113885818,0.11430565,0.116275761,0.119796152,0.123316544,0.126836935,0.130357326,0.133877717,0.137398109,0.1409185,0.144438891,0.147959282,0.151479674,0.155000065,0.158520456,0.163977497,0.169434537,0.174891577,0.180348618
imrun708dwfDiff.00080.pa0.inc0.fits,0.117619464,0.113358999,0.109098534,0.104838069,0.100577603,0.096317138,0.092056673,0.087796208,0.083535743,0.079275278,0.075014813,0.070754348,0.066493883,0.062233418,0.057972953,0.053712487,0.049452022,0.045191557,0.040931092,0.036670627,0.032410162,0.033059362,0.033708562,0.034357762,0.035006962,0.035656163,0.036305363,0.036954563,0.037603763,0.038252963,0.038902163,0.039551363,0.040200563,0.046728309,0.059134599,0.07154089,0.08394718,0.09635347,0.108759761,0.121166051,0.133572342,0.145978632,0.158384923,0.170791213,0.183197504,0.195603794,0.208317919,0.221032045,0.23374617,0.246460296,0.259174421,0.271888547,0.284602672,0.297316798,0.310030923,0.322745049,0.335459174,0.348173299,0.359342232,0.36896597,0.378589709,0.388213447,0.397837186,0.407460924,0.417084663,0.426708401,0.43633214,0.445955878,0.455579617,0.465203356,0.474827094,0.478641851,0.482456607,0.486271364,0.49008612,0.493900877,0.497715633,0.50153039,0.505345146,0.509159903,0.512974659,0.516789415,0.520604172,0.523266165,0.524775396,0.526284626,0.527793856,0.529303086,0.530812317,0.532321547,0.533830777,0.535340007,0.536849237,0.538358468,0.539867698,0.541376928,0.54945351,0.557530091,0.565606672,0.573683254,0.581759835,0.589836416,0.597912997,0.605989579,0.61406616,0.622142741,0.630219323,0.638295904,0.641636563,0.6402413,0.638846037,0.637450774,0.636055511,0.634660248,0.633264985,0.631869722,0.630474459,0.629079196,0.627683933,0.62628867,0.624893407,0.629582971,0.634272535,0.638962099,0.643651663
imrun708dwfDiff.00090.pa0.inc0.fits,0.017679322,0.021416912,0.025154503,0.028892093,0.032629683,0.036367274,0.040104864,0.043842454,0.047580045,0.051317635,0.055055225,0.058792816,0.062530406,0.066267996,0.070005587,0.073743177,0.068144934,0.06254669,0.056948447,0.051350203,0.04575196,0.040153717,0.034555473,0.02895723,0.023358986,0.017760743,0.024093678,0.030426614,0.036759549,0.043092484,0.049425419,0.055758355,0.06209129,0.068424225,0.074757161,0.081090096,0.096997212,0.112904328,0.128811444,0.14471856,0.160625676,0.176532792,0.192439908,0.208347024,0.224254139,0.240161255,0.250967086,0.261772917,0.272578748,0.283384579,0.29419041,0.304996241,0.315802072,0.326607903,0.337413734,0.348219565,0.361330271,0.374440976,0.387551682,0.400662388,0.413773093,0.426883799,0.439994505,0.45310521,0.466215916,0.479326622,0.469000966,0.458675311,0.448349656,0.438024001,0.427698346,0.41737269,0.407047035,0.39672138,0.386395725,0.376070069,0.365186142,0.354302215,0.343418287,0.33253436,0.321650433,0.310766505,0.299882578,0.288998651,0.278114724,0.267230796,0.262050374,0.256869952,0.25168953,0.246509108,0.241328686,0.236148264,0.230967842,0.22578742,0.220606998,0.215426576,0.224340236,0.233253897,0.242167557,0.251081218,0.259994878,0.268908539,0.2778222,0.28673586,0.295649521,0.304563181,0.321357825,0.338152468,0.354947112,0.371741755,0.388536398,0.405331042,0.422125685,0.438920329,0.455714972,0.472509616,0.474622483,0.47673535,0.478848217,0.480961084,0.48307395,0.485186817,0.487299684,0.489412551,0.491525418
imrun708dwfDiff.00100.pa0.inc0.fits,0.02828679,0.02826428,0.02824177,0.028219259,0.028196749,0.028174239,0.028151728,0.028129218,0.028106708,0.028084197,0.028061687,0.028039177,0.028016667,0.027994156,0.027971646,0.027949136,0.027926625,0.027904115,0.027881605,0.027859094,0.027836584,0.030317048,0.032797512,0.035277977,0.037758441,0.040238905,0.042719369,0.045199833,0.047680297,0.050160762,0.052641226,0.05512169,0.057602154,0.061131458,0.065709601,0.070287744,0.074865887,0.07944403,0.084022172,0.088600315,0.093178458,0.097756601,0.102334744,0.106912887,0.11149103,0.116069173,0.128500977,0.140932782,0.153364586,0.16579639,0.178228195,0.190659999,0.203091803,0.215523607,0.227955412,0.240387216,0.25281902,0.265250824,0.269840674,0.266588569,0.263336463,0.260084358,0.256832253,0.253580148,0.250328042,0.247075937,0.243823832,0.240571727,0.237319621,0.234067516,0.230815411,0.224066516,0.217317622,0.210568728,0.203819833,0.197070939,0.190322044,0.18357315,0.176824255,0.170075361,0.163326466,0.156577572,0.149828677,0.144913086,0.141830798,0.13874851,0.135666222,0.132583934,0.129501647,0.126419359,0.123337071,0.120254783,0.117172495,0.114090207,0.111007919,0.107925631,0.112184136,0.11644264,0.120701145,0.12495965,0.129218154,0.133476659,0.137735164,0.141993668,0.146252173,0.150510678,0.154769182,0.159027687,0.170363393,0.188776299,0.207189206,0.225602113,0.244015019,0.262427926,0.280840833,0.29925374,0.317666646,0.336079553,0.35449246,0.372905366,0.391318273,0.402314103,0.413309933,0.424305763,0.435301594
